Names,Psychometrics Score,Presentation Score,Date,Location
DERRIK LUMBERS,48.0,59.38,2019-06-05,London Academy
JECHO ROUSEL,70.0,56.25,2019-06-05,London Academy
BETSEY CHADWELL,49.0,56.25,2019-06-05,London Academy
CLAUDIO HANDRICK,58.0,56.25,2019-06-05,London Academy
MARILLIN ROSENDALL,64.0,50.0,2019-06-05,London Academy
GAVAN SOLTAN,55.0,68.75,2019-06-05,London Academy
HILLIARD BROCKETT,66.0,71.88,2019-06-05,London Academy
YANKEE REIHM,56.0,50.0,2019-06-05,London Academy
LOUELLA CUPPITT,54.0,53.12,2019-06-05,London Academy
CHADD ELLEN,59.0,59.38,2019-06-05,London Academy
CLYVE BRADDEN,54.0,78.12,2019-06-05,London Academy
AUGUSTIN TABRETT,51.0,75.0,2019-06-05,London Academy
NANNI CALDERA,51.0,56.25,2019-06-05,London Academy
JOACHIM GUSLON,59.0,75.0,2019-06-05,London Academy
DIXIE MACRAE,54.0,65.62,2019-06-05,London Academy
LEWISS SABBAN,50.0,50.0,2019-06-05,London Academy
PENNI GRIOLI,60.0,46.88,2019-03-05,London Academy
VALE FISHBIE,59.0,68.75,2019-03-05,London Academy
AUGUSTO BEARBLOCK,41.0,59.38,2019-03-05,London Academy
GABIE MALETRATT,54.0,56.25,2019-03-05,London Academy
VINNIE GIMBRETT,62.0,53.12,2019-03-05,London Academy
VANDA BOATE,65.0,65.62,2019-03-05,London Academy
CALLIE GLASSCOCK,59.0,65.62,2019-03-05,London Academy
ELEONORA BLEAZARD,55.0,78.12,2019-03-05,London Academy
KRISTOFORO HEMPHREY,48.0,75.0,2019-03-05,London Academy
ANASTASIA HOWSAM,62.0,46.88,2019-03-05,London Academy
WEYLIN CULPIN,64.0,75.0,2019-03-05,London Academy
AIDAN ELRICK,61.0,84.38,2019-03-05,London Academy
WELBIE CURGENVEN,60.0,68.75,2019-03-05,London Academy
AGOSTO MEADDOWCROFT,59.0,62.5,2019-03-05,London Academy
TIPHANY GRIBBEN,56.0,56.25,2019-03-05,London Academy
RENNIE KENNSLEY,54.0,59.38,2019-03-05,London Academy
MATTHAEUS STICKENS,55.0,75.0,2019-03-05,London Academy
JACQUELIN CLAMPIN,51.0,59.38,2019-03-05,London Academy
FRANNIE DOBY,65.0,50.0,2019-03-05,London Academy
JESSE TIRON,59.0,59.38,2019-03-05,London Academy
MORDECAI CHAUNCE,49.0,65.62,2019-03-05,London Academy
JOHNNY SHEA,57.0,68.75,2019-03-05,London Academy
REG MCREYNOLD,53.0,62.5,2019-03-05,London Academy
DEERDRE MUSSARD,57.0,68.75,2019-03-05,London Academy
PEN TULLEY,48.0,75.0,2019-03-05,London Academy
PHINEAS PURTON,50.0,68.75,2019-03-05,London Academy
AVROM HARLOWE,47.0,50.0,2019-03-05,London Academy
ANTHIATHIA GUIRAU,52.0,68.75,2019-11-05,London Academy
GARRY NORNASELL,63.0,65.62,2019-11-05,London Academy
EZEKIEL HIMSWORTH,54.0,46.88,2019-11-05,London Academy
CHRYSA GUILDFORD,58.0,71.88,2019-11-05,London Academy
FRASCO EKKEL,58.0,62.5,2019-11-05,London Academy
CHANCEY PARTON,49.0,71.88,2019-11-05,London Academy
MARSHAL DARYCOTT,60.0,78.12,2019-11-05,London Academy
ZILVIA BYRCHER,60.0,71.88,2019-11-05,London Academy
JOICE STENNET,65.0,62.5,2019-11-05,London Academy
TYLER TRAYNOR,59.0,56.25,2019-11-05,London Academy
SAY KLEINHAUSEN,54.0,65.62,2019-11-05,London Academy
LYNDSEY RELPH,60.0,71.88,2019-11-05,London Academy
GIGI LAYNE,57.0,40.62,2019-11-05,London Academy
HILTON VEDSTRA,50.0,46.88,2019-11-05,London Academy
JESSIE PLAMPEYN,55.0,53.12,2019-11-05,London Academy
CIRSTOFORO KERSLAKE,64.0,59.38,2019-11-05,London Academy
JESSE TEN BROEK,59.0,71.88,2019-11-05,London Academy
MICHEL GOUTH,61.0,68.75,2019-11-05,London Academy
FRIEDRICK YEATES,60.0,59.38,2019-11-05,London Academy
RONICA MARTYNIKHIN,62.0,78.12,2019-11-05,London Academy
THAYNE TUNNICK,47.0,75.0,2019-11-05,London Academy
FARLIE BUKOWSKI,55.0,71.88,2019-11-05,London Academy
HARRIOT TOLCHARD,52.0,53.12,2019-11-05,London Academy
ELVA BOLDERO,56.0,62.5,2019-11-05,London Academy
ARVY MYRKUS,65.0,81.25,2019-09-05,Birmingham Academy
CORABELLA ABELLS,55.0,59.38,2019-09-05,Birmingham Academy
SHERIE VEREGAN,60.0,71.88,2019-09-05,Birmingham Academy
KERRY BEEDLE,46.0,81.25,2019-09-05,Birmingham Academy
CHILTON PALADINO,60.0,59.38,2019-09-05,Birmingham Academy
WALDEMAR PFEUFFER,46.0,56.25,2019-09-05,Birmingham Academy
MARIUS DE RECHTER,54.0,68.75,2019-09-05,Birmingham Academy
CARIN OVERSTALL,43.0,59.38,2019-09-05,Birmingham Academy
KEELIA BEINE,50.0,62.5,2019-09-05,Birmingham Academy
DOLLIE STAILEY,62.0,78.12,2019-09-05,Birmingham Academy
MYRVYN JEALOUS,61.0,78.12,2019-09-05,Birmingham Academy
SABINA SECKINGTON,47.0,40.62,2019-09-05,Birmingham Academy
DASI GOLDSTON,54.0,46.88,2019-09-05,Birmingham Academy
SASHA MACGAUGHY,52.0,75.0,2019-09-05,Birmingham Academy
TIPHANI BRIDGLAND,47.0,71.88,2019-09-05,Birmingham Academy
MEROLA JANCEY,52.0,62.5,2019-09-05,Birmingham Academy
WHITNEY HADLEE,52.0,59.38,2019-09-05,Birmingham Academy
CASEY PUTTEN,62.0,46.88,2019-09-05,Birmingham Academy
RUSSELL SHEREBROOK,62.0,68.75,2019-09-05,Birmingham Academy
UNA CALDICOT,62.0,53.12,2019-09-05,Birmingham Academy
COURTNEY ALDUS,56.0,40.62,2019-09-05,Birmingham Academy
STAVRO SHERRATT,49.0,46.88,2019-09-05,Birmingham Academy
VALDEMAR SMITHEN,63.0,75.0,2019-09-05,Birmingham Academy
RADDIE MAJOR,61.0,75.0,2019-09-05,Birmingham Academy
MATHILDA BURMAN,47.0,68.75,2019-09-05,Birmingham Academy
BUIRON PRESHO,63.0,46.88,2019-09-05,Birmingham Academy
VYKY FILIPIAK,58.0,81.25,2019-09-05,Birmingham Academy
DORETTE LANDALL,64.0,68.75,2019-09-05,Birmingham Academy
SUTHERLAN MEWE,60.0,56.25,2019-09-05,Birmingham Academy
MAISIE SKELTON,56.0,46.88,2019-09-05,Birmingham Academy
ANN IANNELLO,53.0,78.12,2019-09-05,Birmingham Academy
GUS TRENOUTH,42.0,68.75,2019-08-06,London Academy
HUGIBERT MCLARDIE,46.0,65.62,2019-08-06,London Academy
AUBERT CICERONE,58.0,59.38,2019-08-06,London Academy
PHILLIS WABEY,60.0,62.5,2019-08-06,London Academy
DRUD TELLENBROK,55.0,75.0,2019-08-06,London Academy
ELLERY NANELLI,54.0,28.12,2019-08-06,London Academy
ALEDA VERDY,37.0,59.38,2019-08-06,London Academy
BERNY BOTLER,63.0,65.62,2019-08-06,London Academy
WINNIE LEWERENZ,57.0,62.5,2019-08-06,London Academy
LOELLA LONNON,55.0,75.0,2019-08-06,London Academy
GEORGE HUCKSTEPP,61.0,46.88,2019-08-06,London Academy
NEALY MACGILLESPIE,57.0,34.38,2019-08-06,London Academy
MARLOW GIOCANNONI,49.0,56.25,2019-08-06,London Academy
GENNY ZANIOLETTI,52.0,40.62,2019-08-06,London Academy
MIKE MILLIERE,60.0,65.62,2019-08-06,London Academy
NIL MACPAIKE,50.0,75.0,2019-08-06,London Academy
JESSIE PETRIELLO,62.0,46.88,2019-08-06,London Academy
GEORGE O'DUANE,50.0,53.12,2019-08-06,London Academy
RAVID LEYNINYE,57.0,59.38,2019-08-06,London Academy
NINETTA JOYCE,73.0,62.5,2019-08-06,London Academy
TRUDIE KIELLOR,61.0,68.75,2019-08-06,London Academy
MYLO SUDELL,52.0,53.12,2019-08-06,London Academy
BLAKELEY STROOD,51.0,65.62,2019-08-06,London Academy
BRONSON DYKAS,51.0,43.75,2019-08-06,London Academy
CYNTHIA JENNY,51.0,56.25,2019-08-06,London Academy
MADELEINE YOUNGLOVE,69.0,59.38,2019-08-06,London Academy
MAURITA SERGISON,42.0,90.62,2019-08-06,London Academy
CHARLEEN ANDROLLI,45.0,65.62,2019-08-06,London Academy
ELIAS JENTZSCH,38.0,62.5,2019-08-06,London Academy
ERDA LIDDEL,60.0,62.5,2019-08-06,London Academy
BRINN TREWHELA,60.0,71.88,2019-08-06,London Academy
CANDIS GAMET,45.0,53.12,2019-08-06,London Academy
KALINA GENTILE,50.0,59.38,2019-02-06,London Academy
KEAN PLOUGHWRIGHT,56.0,62.5,2019-02-06,London Academy
TOBIAH AISTROP,53.0,65.62,2019-02-06,London Academy
GIRAUD CASTARD,33.0,71.88,2019-02-06,London Academy
GAREY BISCHOP,56.0,50.0,2019-02-06,London Academy
SCOTTIE ORKNAY,68.0,56.25,2019-02-06,London Academy
ARLEY DANGL,59.0,53.12,2019-02-06,London Academy
CARY HEBERDEN,71.0,59.38,2019-02-06,London Academy
HUGHIE BAGGELLEY,60.0,71.88,2019-02-06,London Academy
TRIX BOWERBANK,50.0,65.62,2019-02-06,London Academy
ANDREW GIURIO,61.0,56.25,2019-02-06,London Academy
ANNIE ROSA,59.0,75.0,2019-02-06,London Academy
KATHARYN PANTON,61.0,40.62,2019-02-06,London Academy
SIGISMOND O'HEAGERTIE,57.0,71.88,2019-02-06,London Academy
OLIVIER VEAZEY,68.0,50.0,2019-02-06,London Academy
GUSSY MATHIAS,51.0,46.88,2019-02-06,London Academy
MONTAGUE CRAFT,62.0,43.75,2019-02-06,London Academy
BRYANTY CROAL,53.0,71.88,2019-02-06,London Academy
HILARY FOXEN,53.0,62.5,2019-02-06,London Academy
TURNER OLDRED,43.0,50.0,2019-02-06,London Academy
GIULIETTA CREADY,57.0,37.5,2019-02-06,London Academy
COSTA MACVEY,68.0,59.38,2019-02-06,London Academy
MARNI MUMBERSON,67.0,71.88,2019-02-06,London Academy
BETHANNE ESTE,57.0,68.75,2019-06-06,Birmingham Academy
JIMMIE DURKER,54.0,53.12,2019-06-06,Birmingham Academy
JOANNA THWAITE,59.0,62.5,2019-06-06,Birmingham Academy
FERNANDA HENDRICH,63.0,46.88,2019-06-06,Birmingham Academy
NICKOLAUS JEACOCKE,52.0,50.0,2019-06-06,Birmingham Academy
LYELL SANDELL,61.0,46.88,2019-06-06,Birmingham Academy
KINGSTON COMSTY,59.0,56.25,2019-06-06,Birmingham Academy
WAYLON CURRALL,40.0,59.38,2019-06-06,Birmingham Academy
GIUSTINA CATFORD,55.0,59.38,2019-06-06,Birmingham Academy
ELLIOT SARSFIELD,52.0,71.88,2019-06-06,Birmingham Academy
TATE COADE,53.0,56.25,2019-06-06,Birmingham Academy
CONRAD CHADNEY,61.0,65.62,2019-06-06,Birmingham Academy
NEVIL RICKERBY,50.0,46.88,2019-06-06,Birmingham Academy
HEROLD PRUDHAM,62.0,62.5,2019-06-06,Birmingham Academy
LANNA MILLEY,47.0,71.88,2019-06-06,Birmingham Academy
CORBY MCCAMBRIDGE,53.0,65.62,2019-06-06,Birmingham Academy
MYRVYN SUTHERNS,56.0,56.25,2019-06-06,Birmingham Academy
ATHENE BOZWORTH,56.0,71.88,2019-06-06,Birmingham Academy
BERKIE BRUSBY,61.0,65.62,2019-06-06,Birmingham Academy
CLARESTA POUNDFORD,38.0,59.38,2019-06-06,Birmingham Academy
LEEANNE ALLSEPP,60.0,68.75,2019-06-06,Birmingham Academy
KORE AMBURGY,61.0,65.62,2019-06-06,Birmingham Academy
GERY BECKENHAM,50.0,65.62,2019-06-06,Birmingham Academy
CLARKE WHITELOCK,59.0,84.38,2019-06-06,Birmingham Academy
BENEDIKT COHANI,63.0,62.5,2019-06-06,Birmingham Academy
ROMY MILES,46.0,53.12,2019-06-06,Birmingham Academy
WALLAS HACKET,57.0,50.0,2019-06-06,Birmingham Academy
AMALIA ORRIS,58.0,46.88,2019-06-06,Birmingham Academy
KENDELL RUPPELE,59.0,68.75,2019-06-06,Birmingham Academy
PEGGY HARIOT,63.0,46.88,2019-06-06,Birmingham Academy
QUINT PONTAIN,53.0,46.88,2019-06-06,Birmingham Academy
DARDA DI GIACOMO,54.0,75.0,2019-06-06,Birmingham Academy
WILT GOTLIFFE,56.0,71.88,2019-06-06,Birmingham Academy
SEYMOUR RODDA,54.0,62.5,2019-06-06,Birmingham Academy
CONSTANCIA TESAURO,52.0,46.88,2019-03-06,London Academy
LILIAN EYER,53.0,68.75,2019-03-06,London Academy
NEALL STUEHMEYER,56.0,71.88,2019-03-06,London Academy
SIBLEY FORREST,49.0,46.88,2019-03-06,London Academy
FARRIS GOGERTY,57.0,75.0,2019-03-06,London Academy
NIKOLETTA MCCAFFREY,61.0,50.0,2019-03-06,London Academy
OLIVIA DOBROWSKI,55.0,65.62,2019-03-06,London Academy
NATALINA NABBS,49.0,65.62,2019-03-06,London Academy
DIX DINAN,63.0,71.88,2019-03-06,London Academy
HALSY HURSTHOUSE,61.0,71.88,2019-03-06,London Academy
LATRINA SHINGLER,58.0,56.25,2019-03-06,London Academy
KIAL GOWDY,52.0,68.75,2019-03-06,London Academy
KLARIKA GUDGIN,51.0,40.62,2019-03-06,London Academy
HASKELL MCDONNELL,58.0,50.0,2019-03-06,London Academy
ELFREDA COLOMB,62.0,78.12,2019-03-06,London Academy
PAM HUPKA,58.0,71.88,2019-03-06,London Academy
KELLEN BROCKLEBANK,62.0,71.88,2019-03-06,London Academy
DYNA TALLBOY,54.0,62.5,2019-03-06,London Academy
VINCENZ MCGEOWN,52.0,50.0,2019-03-06,London Academy
PEBROOK KEARLE,53.0,43.75,2019-03-06,London Academy
VINSON FOOKS,54.0,81.25,2019-03-06,London Academy
MICKY MCCASKELL,55.0,46.88,2019-03-06,London Academy
GAYLE VINSEN,55.0,71.88,2019-03-06,London Academy
PRISCELLA MISKELLY,49.0,75.0,2019-03-06,London Academy
GLADYS ROOTE,58.0,71.88,2019-03-06,London Academy
TOBI SHORT,60.0,59.38,2019-03-06,London Academy
CHERIANNE RADDON,62.0,62.5,2019-03-06,London Academy
DAMIANO BASTEN,48.0,40.62,2019-03-06,London Academy
GAYLORD ALLEWAY,59.0,68.75,2019-03-06,London Academy
KIMMI GRADDELL,50.0,71.88,2019-11-06,London Academy
XIMENES BECKERS,57.0,62.5,2019-11-06,London Academy
WARING ILSLEY,59.0,56.25,2019-11-06,London Academy
ABBI MULVIHILL,48.0,53.12,2019-11-06,London Academy
STEWART LOCK,58.0,62.5,2019-11-06,London Academy
FLORINDA EAKLE,69.0,43.75,2019-11-06,London Academy
CAROLA ANDREWS,65.0,59.38,2019-11-06,London Academy
ARCHIBOLD SPIKEINGS,51.0,59.38,2019-11-06,London Academy
ROSALINDA CLUTTEN,66.0,59.38,2019-11-06,London Academy
MOSE BOLLE,70.0,68.75,2019-11-06,London Academy
JEREMIE BOMPASS,43.0,59.38,2019-11-06,London Academy
TOBIAS WHITHORN,55.0,59.38,2019-11-06,London Academy
MURIEL BEARCOCK,57.0,43.75,2019-11-06,London Academy
BRENNA MCGROARTY,54.0,81.25,2019-11-06,London Academy
JOHNATH TUFTS,53.0,56.25,2019-11-06,London Academy
MERIDITH ALONSO,68.0,46.88,2019-11-06,London Academy
FRANKLIN PURSHOUSE,43.0,46.88,2019-11-06,London Academy
MICHEL LEBARREE,57.0,56.25,2019-08-07,London Academy
EDITHE DIMITROV,53.0,59.38,2019-08-07,London Academy
HASLETT STEET,61.0,68.75,2019-08-07,London Academy
JOURDAIN MCLARENS,52.0,43.75,2019-08-07,London Academy
SALVADOR ELMAN,62.0,43.75,2019-08-07,London Academy
IRITA LYPTRIT,58.0,75.0,2019-08-07,London Academy
EDVARD NORTHEN,54.0,68.75,2019-08-07,London Academy
ORALLA PEASGOOD,50.0,59.38,2019-08-07,London Academy
MARINNA KROJN,42.0,43.75,2019-08-07,London Academy
ITCH IZOD,47.0,78.12,2019-08-07,London Academy
KERR COUCHA,59.0,46.88,2019-08-07,London Academy
JUD KUBYSZEK,48.0,65.62,2019-08-07,London Academy
TULLY MCDOUAL,79.0,59.38,2019-08-07,London Academy
MORDECAI BATTYLL,42.0,62.5,2019-08-07,London Academy
MILT FLOWERS,44.0,46.88,2019-08-07,London Academy
JOZEF BURR,57.0,56.25,2019-08-07,London Academy
RAFI ANDRZEJCZAK,60.0,59.38,2019-08-07,London Academy
MELESA MAULT,51.0,53.12,2019-08-07,London Academy
KATUSCHA RANSFIELD,57.0,68.75,2019-08-07,London Academy
BETTEANNE GOLD,45.0,59.38,2019-08-07,London Academy
DEMETRIUS TUNSTALL,58.0,50.0,2019-08-07,London Academy
MARGERY WINSPUR,50.0,50.0,2019-08-07,London Academy
XYMENES PRETOR,66.0,65.62,2019-08-07,London Academy
BOB ROGERSON,74.0,59.38,2019-08-07,London Academy
NEALL MAYOR,57.0,71.88,2019-08-07,London Academy
ILYSA KIGGEL,61.0,59.38,2019-08-07,London Academy
WILFRED LAUGHREN,47.0,50.0,2019-08-07,London Academy
ELSBETH HARDCASTLE,43.0,65.62,2019-08-07,London Academy
ELOISE VOLKE,49.0,65.62,2019-08-07,London Academy
ALISTER BRU,56.0,62.5,2019-08-07,London Academy
TONNIE KNAPTON,46.0,90.62,2019-08-07,London Academy
LEOLINE VIGIETTI,55.0,56.25,2019-08-07,London Academy
ALWIN BULLMAN,66.0,71.88,2019-08-07,London Academy
TARRAH BUNNY,57.0,75.0,2019-08-07,London Academy
ROLLAND DINKIN,53.0,71.88,2019-02-07,Birmingham Academy
HERMY WITHERBY,58.0,56.25,2019-02-07,Birmingham Academy
FANNIE MCGOOGAN,63.0,71.88,2019-02-07,Birmingham Academy
ENOCH BATTE,53.0,90.62,2019-02-07,Birmingham Academy
CHRISSY LEFTBRIDGE,48.0,50.0,2019-02-07,Birmingham Academy
IDELL JOINER,49.0,43.75,2019-02-07,Birmingham Academy
WOLF CATTERMULL,65.0,46.88,2019-02-07,Birmingham Academy
AVRAM DANK,64.0,56.25,2019-02-07,Birmingham Academy
TRIPP BUSST,61.0,40.62,2019-02-07,Birmingham Academy
THAXTER PLAID,67.0,53.12,2019-02-07,Birmingham Academy
JOSE LARHAM,45.0,59.38,2019-02-07,Birmingham Academy
CHRISTY KYSTON,65.0,62.5,2019-02-07,Birmingham Academy
DARYL MCKILLOP,47.0,56.25,2019-02-07,Birmingham Academy
JILLY LAMPETT,50.0,68.75,2019-02-07,Birmingham Academy
SHAWN BOWMER,65.0,62.5,2019-02-07,Birmingham Academy
DES DIMOND,61.0,71.88,2019-02-07,Birmingham Academy
GARDINER DI RUGGIERO,57.0,62.5,2019-02-07,Birmingham Academy
DANIT MATOKHNIN,44.0,43.75,2019-02-07,Birmingham Academy
LENNIE MOUNCHER,44.0,71.88,2019-02-07,Birmingham Academy
ABBY PALLATINA,56.0,56.25,2019-02-07,Birmingham Academy
JOSY NELL,58.0,65.62,2019-02-07,Birmingham Academy
PAXON WITCOMBE,61.0,78.12,2019-02-07,Birmingham Academy
BOND KIMMEL,50.0,59.38,2019-02-07,Birmingham Academy
BOBBY LEARMONT,40.0,68.75,2019-02-07,Birmingham Academy
CHRISTYNA THIRLWELL,56.0,78.12,2019-03-07,Birmingham Academy
RANDEE MACKISON,52.0,68.75,2019-03-07,Birmingham Academy
DOT MCGINLY,55.0,43.75,2019-03-07,Birmingham Academy
INGELBERT FRI,64.0,53.12,2019-03-07,Birmingham Academy
ZACHARIAS ARNAUDUC,51.0,53.12,2019-03-07,Birmingham Academy
RHONDA REVANCE,55.0,59.38,2019-03-07,Birmingham Academy
BARY BRAMBLEY,59.0,50.0,2019-03-07,Birmingham Academy
AUDI WESTMACOTT,51.0,62.5,2019-03-07,Birmingham Academy
HONORIA STAZIKER,55.0,50.0,2019-03-07,Birmingham Academy
HEINDRICK KEAY,56.0,68.75,2019-03-07,Birmingham Academy
ADAN JEACOCK,51.0,40.62,2019-03-07,Birmingham Academy
VERNE FRANCESCUZZI,50.0,65.62,2019-03-07,Birmingham Academy
EMMIE BELLISON,33.0,56.25,2019-03-07,Birmingham Academy
AINSLIE SIMEON,53.0,93.75,2019-03-07,Birmingham Academy
KRYSTALLE MUZZLEWHITE,42.0,50.0,2019-03-07,Birmingham Academy
NORINE BOLUS,49.0,46.88,2019-03-07,Birmingham Academy
MICHAIL ARKLE,57.0,68.75,2019-03-07,Birmingham Academy
CANDIDA CHILLEY,56.0,56.25,2019-03-07,Birmingham Academy
ASHLEY FITZHARRIS,62.0,65.62,2019-03-07,Birmingham Academy
PAGE ROUBAY,50.0,56.25,2019-03-07,Birmingham Academy
DANELLA MUNTON,51.0,68.75,2019-03-07,Birmingham Academy
ZONDA BABBIDGE,58.0,59.38,2019-03-07,Birmingham Academy
GENNIE DAVIDESCU,49.0,84.38,2019-03-07,Birmingham Academy
SARAANN ANDRIOLLI,48.0,56.25,2019-03-07,Birmingham Academy
TEMP SNELMAN,46.0,62.5,2019-03-07,Birmingham Academy
CHILTON FRIDAYE,60.0,78.12,2019-03-07,Birmingham Academy
GAE CRUTCH,55.0,56.25,2019-03-07,Birmingham Academy
ROSITA CABEL,52.0,71.88,2019-03-07,Birmingham Academy
LEMMIE WYLAM,61.0,68.75,2019-03-07,Birmingham Academy
LAURELLA DAINTREY,55.0,78.12,2019-05-07,London Academy
OMAR BROMILOW,62.0,68.75,2019-05-07,London Academy
FABIO VEDISHCHEV,40.0,40.62,2019-05-07,London Academy
FAX SCHANKELBORG,50.0,78.12,2019-05-07,London Academy
ALBIE ROMANSKI,55.0,68.75,2019-05-07,London Academy
WINNIFRED HINGELEY,56.0,68.75,2019-05-07,London Academy
PRISCA GINNALLY,51.0,71.88,2019-05-07,London Academy
VALENTINE BROSINI,51.0,53.12,2019-05-07,London Academy
FIFINE WREIGHT,65.0,50.0,2019-05-07,London Academy
FREE NICHOLES,58.0,75.0,2019-05-07,London Academy
MAGGY CLAPISON,56.0,62.5,2019-05-07,London Academy
DORY COOKSEY,54.0,65.62,2019-05-07,London Academy
FRANCISCO TEBBOTH,62.0,50.0,2019-05-07,London Academy
GAEL EICK,50.0,59.38,2019-05-07,London Academy
TEODOR PATTLEL,47.0,50.0,2019-05-07,London Academy
BONDON SMETHURST,57.0,46.88,2019-05-07,London Academy
STACEE POINTS,45.0,53.12,2019-05-07,London Academy
GUNTER YOKLEY,58.0,62.5,2019-05-07,London Academy
AUBERON HATTER,68.0,75.0,2019-05-07,London Academy
ENOCH BRIGG,63.0,62.5,2019-05-07,London Academy
TERRANCE WOLFINGER,62.0,71.88,2019-05-07,London Academy
SILVIE ALLDERIDGE,51.0,65.62,2019-05-07,London Academy
LOREE ABBOT,60.0,53.12,2019-05-07,London Academy
BROOKE CRIDLIN,59.0,43.75,2019-05-07,London Academy
ROZE KYLES,58.0,62.5,2019-05-07,London Academy
HALE LAZARE,46.0,68.75,2019-11-07,Birmingham Academy
NIGEL GORELLI,43.0,65.62,2019-11-07,Birmingham Academy
SALEEM WHIMPER,61.0,37.5,2019-11-07,Birmingham Academy
INIGO SCHOLLER,48.0,59.38,2019-11-07,Birmingham Academy
DAFFI FLAUNE,56.0,62.5,2019-11-07,Birmingham Academy
LORNE FARRAND,56.0,34.38,2019-11-07,Birmingham Academy
DORISA GERRIT,66.0,43.75,2019-11-07,Birmingham Academy
ANSEL RANDERSON,55.0,43.75,2019-11-07,Birmingham Academy
ROSY OSBAND,56.0,65.62,2019-11-07,Birmingham Academy
JOLYN BROMILOW,49.0,68.75,2019-11-07,Birmingham Academy
REYNOLDS BRAIDEN,49.0,59.38,2019-11-07,Birmingham Academy
ALYSE THIESE,59.0,46.88,2019-11-07,Birmingham Academy
GARRICK YAKOBOVICZ,59.0,65.62,2019-11-07,Birmingham Academy
JUSTINO DI BIASI,60.0,53.12,2019-11-07,Birmingham Academy
KRISTIN BARDILL,61.0,46.88,2019-11-07,Birmingham Academy
CHRISY MARKLOW,46.0,53.12,2019-11-07,Birmingham Academy
EDVARD KERFORD,56.0,62.5,2019-11-07,Birmingham Academy
EDIN BENDLE,52.0,62.5,2019-11-07,Birmingham Academy
CRISTOBAL FURNIVAL,51.0,50.0,2019-11-07,Birmingham Academy
ADAN GREMANE,56.0,46.88,2019-11-07,Birmingham Academy
ORALIE MUSSOLINI,60.0,59.38,2019-11-07,Birmingham Academy
ELECTRA DE WERK,60.0,53.12,2019-11-07,Birmingham Academy
AMBLE DIMITRU,53.0,50.0,2019-11-07,Birmingham Academy
ADALINE WARRENDER,56.0,65.62,2019-11-07,Birmingham Academy
ORION KORNEICHUK,55.0,43.75,2019-11-07,Birmingham Academy
DELPHINIA MANIE,66.0,50.0,2019-11-07,Birmingham Academy
IGGIE HASLUM,61.0,59.38,2019-11-07,Birmingham Academy
SHEPHERD EGALTON,53.0,78.12,2019-11-07,Birmingham Academy
LETTA HALSTON,50.0,68.75,2019-08-08,Birmingham Academy
RIVALEE EAGLETON,58.0,62.5,2019-08-08,Birmingham Academy
KIRBEE CLEMENTET,56.0,56.25,2019-08-08,Birmingham Academy
MONA WILLIMOTT,58.0,59.38,2019-08-08,Birmingham Academy
SILVIE GUILLOU,48.0,62.5,2019-08-08,Birmingham Academy
HILDY LANDRE,56.0,65.62,2019-08-08,Birmingham Academy
HERB MCILMORIE,53.0,68.75,2019-08-08,Birmingham Academy
JACYNTH LASCELL,39.0,59.38,2019-08-08,Birmingham Academy
DARRIN STOFFEL,58.0,65.62,2019-08-08,Birmingham Academy
MILES WATER,58.0,65.62,2019-08-08,Birmingham Academy
WILEY RENZO,36.0,68.75,2019-08-08,Birmingham Academy
SIDNEY LE BATTEUR,57.0,62.5,2019-08-08,Birmingham Academy
LUZ GASPARRO,52.0,84.38,2019-08-08,Birmingham Academy
ANGELITA BELLIE,47.0,50.0,2019-08-08,Birmingham Academy
MILTON CONAGHAN,54.0,56.25,2019-08-08,Birmingham Academy
PUTNEM HESSING,57.0,84.38,2019-08-08,Birmingham Academy
GARALD BANASEVICH,57.0,84.38,2019-08-08,Birmingham Academy
ROSEMONDE TOFFOLONI,48.0,68.75,2019-08-08,Birmingham Academy
ARRON CUERDALL,57.0,65.62,2019-08-08,Birmingham Academy
JOSH YOUENS,51.0,68.75,2019-08-08,Birmingham Academy
HEINRIK ALLWELL,51.0,68.75,2019-08-08,Birmingham Academy
LEONERD SCAMEL,52.0,71.88,2019-08-08,Birmingham Academy
CARENA NIZET,62.0,65.62,2019-08-08,Birmingham Academy
MATTY CENEY,56.0,75.0,2019-08-08,Birmingham Academy
RUBIA ESPY,54.0,75.0,2019-08-08,Birmingham Academy
MARTICA CAWSE,57.0,53.12,2019-08-08,Birmingham Academy
NANCIE MEHAFFEY,63.0,81.25,2019-08-08,Birmingham Academy
BERKY LEMAR,47.0,43.75,2019-08-08,Birmingham Academy
PERRY RICHEMOND,60.0,65.62,2019-08-08,Birmingham Academy
HORATIUS STARKING,50.0,56.25,2019-08-08,Birmingham Academy
DENNY BEGG,56.0,50.0,2019-08-08,Birmingham Academy
WOLF RADOLF,60.0,62.5,2019-08-08,Birmingham Academy
PIERRETTE MINILLO,49.0,62.5,2019-08-08,Birmingham Academy
ALONSO HULKES,55.0,65.62,2019-01-08,London Academy
EDSEL GINGELL,58.0,50.0,2019-01-08,London Academy
DUKY TARN,44.0,59.38,2019-01-08,London Academy
TIERTZA GURRY,46.0,56.25,2019-01-08,London Academy
DALILA HYETT,52.0,46.88,2019-01-08,London Academy
BERKY SLATTEN,55.0,46.88,2019-01-08,London Academy
TOBIT DOWDEN,51.0,71.88,2019-01-08,London Academy
BENTLEE MEUGENS,58.0,78.12,2019-01-08,London Academy
