,name,psychometrics_score,presentation_score,date,location
16,Myrvyn Sutherns,56.0,56.25,2019-06-06,Birmingham Academy
17,Athene Bozworth,56.0,71.88,2019-06-06,Birmingham Academy
18,Berkie Brusby,61.0,65.62,2019-06-06,Birmingham Academy
19,Claresta Poundford,38.0,59.38,2019-06-06,Birmingham Academy
20,Leeanne Allsepp,60.0,68.75,2019-06-06,Birmingham Academy
21,Kore Amburgy,61.0,65.62,2019-06-06,Birmingham Academy
22,Gery Beckenham,50.0,65.62,2019-06-06,Birmingham Academy
23,Clarke Whitelock,59.0,84.38,2019-06-06,Birmingham Academy
24,Benedikt Cohani,63.0,62.5,2019-06-06,Birmingham Academy
25,Romy Miles,46.0,53.12,2019-06-06,Birmingham Academy
26,Wallas Hacket,57.0,50.0,2019-06-06,Birmingham Academy
27,Amalia Orris,58.0,46.88,2019-06-06,Birmingham Academy
28,Kendell Ruppele,59.0,68.75,2019-06-06,Birmingham Academy
29,Peggy Hariot,63.0,46.88,2019-06-06,Birmingham Academy
30,Quint Pontain,53.0,46.88,2019-06-06,Birmingham Academy
31,Darda Di Giacomo,54.0,75.0,2019-06-06,Birmingham Academy
32,Wilt Gotliffe,56.0,71.88,2019-06-06,Birmingham Academy
33,Seymour Rodda,54.0,62.5,2019-06-06,Birmingham Academy
34,Whitby Mc Ilwrick,63.0,81.25,2019-06-06,Birmingham Academy
0,Constancia Tesauro,52.0,46.88,2019-03-06,London Academy
1,Lilian Eyer,53.0,68.75,2019-03-06,London Academy
2,Neall Stuehmeyer,56.0,71.88,2019-03-06,London Academy
3,Sibley Forrest,49.0,46.88,2019-03-06,London Academy
4,Farris Gogerty,57.0,75.0,2019-03-06,London Academy
5,Nikoletta Mccaffrey,61.0,50.0,2019-03-06,London Academy
6,Olivia Dobrowski,55.0,65.62,2019-03-06,London Academy
7,Natalina Nabbs,49.0,65.62,2019-03-06,London Academy
8,Dix Dinan,63.0,71.88,2019-03-06,London Academy
9,Halsy Hursthouse,61.0,71.88,2019-03-06,London Academy
10,Latrina Shingler,58.0,56.25,2019-03-06,London Academy
11,Kial Gowdy,52.0,68.75,2019-03-06,London Academy
12,Klarika Gudgin,51.0,40.62,2019-03-06,London Academy
13,Haskell Mcdonnell,58.0,50.0,2019-03-06,London Academy
14,Elfreda Colomb,62.0,78.12,2019-03-06,London Academy
15,Pam Hupka,58.0,71.88,2019-03-06,London Academy
16,Kellen Brocklebank,62.0,71.88,2019-03-06,London Academy
17,Dyna Tallboy,54.0,62.5,2019-03-06,London Academy
18,Vincenz Mcgeown,52.0,50.0,2019-03-06,London Academy
19,Pebrook Kearle,53.0,43.75,2019-03-06,London Academy
20,Vinson Fooks,54.0,81.25,2019-03-06,London Academy
21,Micky Mccaskell,55.0,46.88,2019-03-06,London Academy
22,Gayle Vinsen,55.0,71.88,2019-03-06,London Academy
23,Priscella Miskelly,49.0,75.0,2019-03-06,London Academy
24,Gladys Roote,58.0,71.88,2019-03-06,London Academy
25,Tobi Short,60.0,59.38,2019-03-06,London Academy
26,Cherianne Raddon,62.0,62.5,2019-03-06,London Academy
27,Damiano Basten,48.0,40.62,2019-03-06,London Academy
28,Gaylord Alleway,59.0,68.75,2019-03-06,London Academy
29,Lynea Heustice,52.0,68.75,2019-03-06,London Academy
0,Kimmi Graddell,50.0,71.88,2019-11-06,London Academy
1,Ximenes Beckers,57.0,62.5,2019-11-06,London Academy
2,Waring Ilsley,59.0,56.25,2019-11-06,London Academy
3,Abbi Mulvihill,48.0,53.12,2019-11-06,London Academy
4,Stewart Lock,58.0,62.5,2019-11-06,London Academy
5,Florinda Eakle,69.0,43.75,2019-11-06,London Academy
6,Carola Andrews,65.0,59.38,2019-11-06,London Academy
7,Archibold Spikeings,51.0,59.38,2019-11-06,London Academy
8,Rosalinda Clutten,66.0,59.38,2019-11-06,London Academy
9,Mose Bolle,70.0,68.75,2019-11-06,London Academy
10,Jeremie Bompass,43.0,59.38,2019-11-06,London Academy
11,Tobias Whithorn,55.0,59.38,2019-11-06,London Academy
12,Muriel Bearcock,57.0,43.75,2019-11-06,London Academy
13,Brenna Mcgroarty,54.0,81.25,2019-11-06,London Academy
14,Johnath Tufts,53.0,56.25,2019-11-06,London Academy
15,Meridith Alonso,68.0,46.88,2019-11-06,London Academy
16,Franklin Purshouse,43.0,46.88,2019-11-06,London Academy
17,Theobald Geerling,52.0,59.38,2019-11-06,London Academy
0,Michel Lebarree,57.0,56.25,2019-08-07,London Academy
1,Edithe Dimitrov,53.0,59.38,2019-08-07,London Academy
2,Haslett Steet,61.0,68.75,2019-08-07,London Academy
3,Jourdain Mclarens,52.0,43.75,2019-08-07,London Academy
4,Salvador Elman,62.0,43.75,2019-08-07,London Academy
5,Irita Lyptrit,58.0,75.0,2019-08-07,London Academy
6,Edvard Northen,54.0,68.75,2019-08-07,London Academy
7,Oralla Peasgood,50.0,59.38,2019-08-07,London Academy
8,Marinna Krojn,42.0,43.75,2019-08-07,London Academy
9,Itch Izod,47.0,78.12,2019-08-07,London Academy
10,Kerr Coucha,59.0,46.88,2019-08-07,London Academy
11,Jud Kubyszek,48.0,65.62,2019-08-07,London Academy
12,Tully Mcdoual,79.0,59.38,2019-08-07,London Academy
13,Mordecai Battyll,42.0,62.5,2019-08-07,London Academy
14,Milt Flowers,44.0,46.88,2019-08-07,London Academy
15,Jozef Burr,57.0,56.25,2019-08-07,London Academy
16,Rafi Andrzejczak,60.0,59.38,2019-08-07,London Academy
17,Melesa Mault,51.0,53.12,2019-08-07,London Academy
18,Katuscha Ransfield,57.0,68.75,2019-08-07,London Academy
19,Betteanne Gold,45.0,59.38,2019-08-07,London Academy
20,Demetrius Tunstall,58.0,50.0,2019-08-07,London Academy
21,Margery Winspur,50.0,50.0,2019-08-07,London Academy
22,Xymenes Pretor,66.0,65.62,2019-08-07,London Academy
23,Bob Rogerson,74.0,59.38,2019-08-07,London Academy
24,Neall Mayor,57.0,71.88,2019-08-07,London Academy
25,Ilysa Kiggel,61.0,59.38,2019-08-07,London Academy
26,Wilfred Laughren,47.0,50.0,2019-08-07,London Academy
27,Elsbeth Hardcastle,43.0,65.62,2019-08-07,London Academy
28,Eloise Volke,49.0,65.62,2019-08-07,London Academy
29,Alister Bru,56.0,62.5,2019-08-07,London Academy
30,Tonnie Knapton,46.0,90.62,2019-08-07,London Academy
31,Leoline Vigietti,55.0,56.25,2019-08-07,London Academy
32,Alwin Bullman,66.0,71.88,2019-08-07,London Academy
33,Tarrah Bunny,57.0,75.0,2019-08-07,London Academy
34,Chester Hanselmann,52.0,59.38,2019-08-07,London Academy
0,Rolland Dinkin,53.0,71.88,2019-02-07,Birmingham Academy
1,Hermy Witherby,58.0,56.25,2019-02-07,Birmingham Academy
2,Fannie Mcgoogan,63.0,71.88,2019-02-07,Birmingham Academy
3,Enoch Batte,53.0,90.62,2019-02-07,Birmingham Academy
4,Chrissy Leftbridge,48.0,50.0,2019-02-07,Birmingham Academy
5,Idell Joiner,49.0,43.75,2019-02-07,Birmingham Academy
6,Wolf Cattermull,65.0,46.88,2019-02-07,Birmingham Academy
7,Avram Dank,64.0,56.25,2019-02-07,Birmingham Academy
8,Tripp Busst,61.0,40.62,2019-02-07,Birmingham Academy
9,Thaxter Plaid,67.0,53.12,2019-02-07,Birmingham Academy
10,Jose Larham,45.0,59.38,2019-02-07,Birmingham Academy
11,Christy Kyston,65.0,62.5,2019-02-07,Birmingham Academy
12,Daryl Mckillop,47.0,56.25,2019-02-07,Birmingham Academy
13,Jilly Lampett,50.0,68.75,2019-02-07,Birmingham Academy
14,Shawn Bowmer,65.0,62.5,2019-02-07,Birmingham Academy
15,Des Dimond,61.0,71.88,2019-02-07,Birmingham Academy
16,Gardiner Di Ruggiero,57.0,62.5,2019-02-07,Birmingham Academy
17,Danit Matokhnin,44.0,43.75,2019-02-07,Birmingham Academy
18,Lennie Mouncher,44.0,71.88,2019-02-07,Birmingham Academy
19,Abby Pallatina,56.0,56.25,2019-02-07,Birmingham Academy
20,Josy Nell,58.0,65.62,2019-02-07,Birmingham Academy
21,Paxon Witcombe,61.0,78.12,2019-02-07,Birmingham Academy
22,Bond Kimmel,50.0,59.38,2019-02-07,Birmingham Academy
23,Bobby Learmont,40.0,68.75,2019-02-07,Birmingham Academy
24,Hillel Connechie,57.0,56.25,2019-02-07,Birmingham Academy
0,Christyna Thirlwell,56.0,78.12,2019-03-07,Birmingham Academy
1,Randee Mackison,52.0,68.75,2019-03-07,Birmingham Academy
2,Dot Mcginly,55.0,43.75,2019-03-07,Birmingham Academy
3,Ingelbert Fri,64.0,53.12,2019-03-07,Birmingham Academy
4,Zacharias Arnauduc,51.0,53.12,2019-03-07,Birmingham Academy
5,Rhonda Revance,55.0,59.38,2019-03-07,Birmingham Academy
6,Bary Brambley,59.0,50.0,2019-03-07,Birmingham Academy
7,Audi Westmacott,51.0,62.5,2019-03-07,Birmingham Academy
8,Honoria Staziker,55.0,50.0,2019-03-07,Birmingham Academy
9,Heindrick Keay,56.0,68.75,2019-03-07,Birmingham Academy
10,Adan Jeacock,51.0,40.62,2019-03-07,Birmingham Academy
11,Verne Francescuzzi,50.0,65.62,2019-03-07,Birmingham Academy
12,Emmie Bellison,33.0,56.25,2019-03-07,Birmingham Academy
13,Ainslie Simeon,53.0,93.75,2019-03-07,Birmingham Academy
14,Krystalle Muzzlewhite,42.0,50.0,2019-03-07,Birmingham Academy
15,Norine Bolus,49.0,46.88,2019-03-07,Birmingham Academy
16,Michail Arkle,57.0,68.75,2019-03-07,Birmingham Academy
17,Candida Chilley,56.0,56.25,2019-03-07,Birmingham Academy
18,Ashley Fitzharris,62.0,65.62,2019-03-07,Birmingham Academy
19,Page Roubay,50.0,56.25,2019-03-07,Birmingham Academy
20,Danella Munton,51.0,68.75,2019-03-07,Birmingham Academy
21,Zonda Babbidge,58.0,59.38,2019-03-07,Birmingham Academy
22,Gennie Davidescu,49.0,84.38,2019-03-07,Birmingham Academy
23,Saraann Andriolli,48.0,56.25,2019-03-07,Birmingham Academy
24,Temp Snelman,46.0,62.5,2019-03-07,Birmingham Academy
25,Chilton Fridaye,60.0,78.12,2019-03-07,Birmingham Academy
26,Gae Crutch,55.0,56.25,2019-03-07,Birmingham Academy
27,Rosita Cabel,52.0,71.88,2019-03-07,Birmingham Academy
28,Lemmie Wylam,61.0,68.75,2019-03-07,Birmingham Academy
29,Bowie Nolton,62.0,68.75,2019-03-07,Birmingham Academy
0,Laurella Daintrey,55.0,78.12,2019-05-07,London Academy
1,Omar Bromilow,62.0,68.75,2019-05-07,London Academy
2,Fabio Vedishchev,40.0,40.62,2019-05-07,London Academy
3,Fax Schankelborg,50.0,78.12,2019-05-07,London Academy
4,Albie Romanski,55.0,68.75,2019-05-07,London Academy
5,Winnifred Hingeley,56.0,68.75,2019-05-07,London Academy
6,Prisca Ginnally,51.0,71.88,2019-05-07,London Academy
7,Valentine Brosini,51.0,53.12,2019-05-07,London Academy
8,Fifine Wreight,65.0,50.0,2019-05-07,London Academy
9,Free Nicholes,58.0,75.0,2019-05-07,London Academy
10,Maggy Clapison,56.0,62.5,2019-05-07,London Academy
11,Dory Cooksey,54.0,65.62,2019-05-07,London Academy
12,Francisco Tebboth,62.0,50.0,2019-05-07,London Academy
13,Gael Eick,50.0,59.38,2019-05-07,London Academy
14,Teodor Pattlel,47.0,50.0,2019-05-07,London Academy
15,Bondon Smethurst,57.0,46.88,2019-05-07,London Academy
16,Stacee Points,45.0,53.12,2019-05-07,London Academy
17,Gunter Yokley,58.0,62.5,2019-05-07,London Academy
18,Auberon Hatter,68.0,75.0,2019-05-07,London Academy
19,Enoch Brigg,63.0,62.5,2019-05-07,London Academy
20,Terrance Wolfinger,62.0,71.88,2019-05-07,London Academy
21,Silvie Allderidge,51.0,65.62,2019-05-07,London Academy
22,Loree Abbot,60.0,53.12,2019-05-07,London Academy
23,Brooke Cridlin,59.0,43.75,2019-05-07,London Academy
24,Roze Kyles,58.0,62.5,2019-05-07,London Academy
25,Errol Allderidge,46.0,50.0,2019-05-07,London Academy
0,Hale Lazare,46.0,68.75,2019-11-07,Birmingham Academy
1,Nigel Gorelli,43.0,65.62,2019-11-07,Birmingham Academy
2,Saleem Whimper,61.0,37.5,2019-11-07,Birmingham Academy
3,Inigo Scholler,48.0,59.38,2019-11-07,Birmingham Academy
4,Daffi Flaune,56.0,62.5,2019-11-07,Birmingham Academy
5,Lorne Farrand,56.0,34.38,2019-11-07,Birmingham Academy
6,Dorisa Gerrit,66.0,43.75,2019-11-07,Birmingham Academy
7,Ansel Randerson,55.0,43.75,2019-11-07,Birmingham Academy
8,Rosy Osband,56.0,65.62,2019-11-07,Birmingham Academy
9,Jolyn Bromilow,49.0,68.75,2019-11-07,Birmingham Academy
10,Reynolds Braiden,49.0,59.38,2019-11-07,Birmingham Academy
11,Alyse Thiese,59.0,46.88,2019-11-07,Birmingham Academy
12,Garrick Yakobovicz,59.0,65.62,2019-11-07,Birmingham Academy
13,Justino Di Biasi,60.0,53.12,2019-11-07,Birmingham Academy
14,Kristin Bardill,61.0,46.88,2019-11-07,Birmingham Academy
15,Chrisy Marklow,46.0,53.12,2019-11-07,Birmingham Academy
16,Edvard Kerford,56.0,62.5,2019-11-07,Birmingham Academy
17,Edin Bendle,52.0,62.5,2019-11-07,Birmingham Academy
18,Cristobal Furnival,51.0,50.0,2019-11-07,Birmingham Academy
19,Adan Gremane,56.0,46.88,2019-11-07,Birmingham Academy
20,Oralie Mussolini,60.0,59.38,2019-11-07,Birmingham Academy
21,Electra De Werk,60.0,53.12,2019-11-07,Birmingham Academy
22,Amble Dimitru,53.0,50.0,2019-11-07,Birmingham Academy
23,Adaline Warrender,56.0,65.62,2019-11-07,Birmingham Academy
24,Orion Korneichuk,55.0,43.75,2019-11-07,Birmingham Academy
25,Delphinia Manie,66.0,50.0,2019-11-07,Birmingham Academy
26,Iggie Haslum,61.0,59.38,2019-11-07,Birmingham Academy
27,Shepherd Egalton,53.0,78.12,2019-11-07,Birmingham Academy
28,Moira Rodenhurst,52.0,62.5,2019-11-07,Birmingham Academy
0,Letta Halston,50.0,68.75,2019-08-08,Birmingham Academy
1,Rivalee Eagleton,58.0,62.5,2019-08-08,Birmingham Academy
2,Kirbee Clementet,56.0,56.25,2019-08-08,Birmingham Academy
3,Mona Willimott,58.0,59.38,2019-08-08,Birmingham Academy
4,Silvie Guillou,48.0,62.5,2019-08-08,Birmingham Academy
5,Hildy Landre,56.0,65.62,2019-08-08,Birmingham Academy
6,Herb Mcilmorie,53.0,68.75,2019-08-08,Birmingham Academy
7,Jacynth Lascell,39.0,59.38,2019-08-08,Birmingham Academy
8,Darrin Stoffel,58.0,65.62,2019-08-08,Birmingham Academy
9,Miles Water,58.0,65.62,2019-08-08,Birmingham Academy
10,Wiley Renzo,36.0,68.75,2019-08-08,Birmingham Academy
11,Sidney Le Batteur,57.0,62.5,2019-08-08,Birmingham Academy
12,Luz Gasparro,52.0,84.38,2019-08-08,Birmingham Academy
13,Angelita Bellie,47.0,50.0,2019-08-08,Birmingham Academy
14,Milton Conaghan,54.0,56.25,2019-08-08,Birmingham Academy
15,Putnem Hessing,57.0,84.38,2019-08-08,Birmingham Academy
16,Garald Banasevich,57.0,84.38,2019-08-08,Birmingham Academy
17,Rosemonde Toffoloni,48.0,68.75,2019-08-08,Birmingham Academy
18,Arron Cuerdall,57.0,65.62,2019-08-08,Birmingham Academy
19,Josh Youens,51.0,68.75,2019-08-08,Birmingham Academy
20,Heinrik Allwell,51.0,68.75,2019-08-08,Birmingham Academy
21,Leonerd Scamel,52.0,71.88,2019-08-08,Birmingham Academy
22,Carena Nizet,62.0,65.62,2019-08-08,Birmingham Academy
23,Matty Ceney,56.0,75.0,2019-08-08,Birmingham Academy
24,Rubia Espy,54.0,75.0,2019-08-08,Birmingham Academy
25,Martica Cawse,57.0,53.12,2019-08-08,Birmingham Academy
26,Nancie Mehaffey,63.0,81.25,2019-08-08,Birmingham Academy
27,Berky Lemar,47.0,43.75,2019-08-08,Birmingham Academy
28,Perry Richemond,60.0,65.62,2019-08-08,Birmingham Academy
29,Horatius Starking,50.0,56.25,2019-08-08,Birmingham Academy
30,Denny Begg,56.0,50.0,2019-08-08,Birmingham Academy
31,Wolf Radolf,60.0,62.5,2019-08-08,Birmingham Academy
32,Pierrette Minillo,49.0,62.5,2019-08-08,Birmingham Academy
33,Kandace Obee,59.0,37.5,2019-08-08,Birmingham Academy
0,Alonso Hulkes,55.0,65.62,2019-01-08,London Academy
1,Edsel Gingell,58.0,50.0,2019-01-08,London Academy
2,Duky Tarn,44.0,59.38,2019-01-08,London Academy
3,Tiertza Gurry,46.0,56.25,2019-01-08,London Academy
4,Dalila Hyett,52.0,46.88,2019-01-08,London Academy
5,Berky Slatten,55.0,46.88,2019-01-08,London Academy
6,Tobit Dowden,51.0,71.88,2019-01-08,London Academy
7,Bentlee Meugens,58.0,78.12,2019-01-08,London Academy
8,Ardath Norwell,48.0,71.88,2019-01-08,London Academy
9,Layne Le Fleming,54.0,75.0,2019-01-08,London Academy
10,Erroll Charopen,52.0,37.5,2019-01-08,London Academy
11,Foss Darycott,56.0,68.75,2019-01-08,London Academy
12,Burg Flipek,56.0,62.5,2019-01-08,London Academy
13,Bary Boatman,60.0,59.38,2019-01-08,London Academy
14,Valeda Adshad,60.0,75.0,2019-01-08,London Academy
15,Alexander Johnstone,53.0,71.88,2019-01-08,London Academy
16,Jena Attard,55.0,65.62,2019-01-08,London Academy
17,Reggie Lawlor,55.0,62.5,2019-01-08,London Academy
0,Kellie Tanguy,62.0,56.25,2019-05-08,London Academy
1,Eden Goodboddy,52.0,65.62,2019-05-08,London Academy
2,Nickolas Fears,64.0,46.88,2019-05-08,London Academy
3,Artemas Bewlay,61.0,59.38,2019-05-08,London Academy
4,Megen Durtnall,64.0,81.25,2019-05-08,London Academy
5,Rodrick Esselen,41.0,46.88,2019-05-08,London Academy
6,Celina Burder,52.0,71.88,2019-05-08,London Academy
7,Tammy Behrens,62.0,43.75,2019-05-08,London Academy
8,Merrie Mathon,56.0,53.12,2019-05-08,London Academy
9,Mata Farrell,50.0,62.5,2019-05-08,London Academy
10,Shane Odo,48.0,50.0,2019-05-08,London Academy
11,Dene Hardey,51.0,43.75,2019-05-08,London Academy
12,Aarika Preist,57.0,50.0,2019-05-08,London Academy
13,Euphemia Fargher,50.0,62.5,2019-05-08,London Academy
14,Darya Tayt,63.0,65.62,2019-05-08,London Academy
15,Husein Etoile,40.0,59.38,2019-05-08,London Academy
16,Kylie Murname,61.0,46.88,2019-05-08,London Academy
17,Philip Hullbrook,48.0,81.25,2019-05-08,London Academy
18,Brandi Alvarado,58.0,81.25,2019-05-08,London Academy
19,Jemmie Boome,58.0,65.62,2019-05-08,London Academy
20,Tessy Spurgeon,58.0,68.75,2019-05-08,London Academy
0,Dixie O' Flaherty,61.0,68.75,2019-10-08,London Academy
1,Mil Goodday,64.0,53.12,2019-10-08,London Academy
2,Sander Slixby,47.0,68.75,2019-10-08,London Academy
3,Ethan Brookwood,57.0,71.88,2019-10-08,London Academy
4,Dalston Vescovini,54.0,43.75,2019-10-08,London Academy
5,Ruttger Whitrod,56.0,50.0,2019-10-08,London Academy
6,Bear Birrane,56.0,53.12,2019-10-08,London Academy
7,Warner Harse,57.0,50.0,2019-10-08,London Academy
8,Horace Scotford,58.0,62.5,2019-10-08,London Academy
9,Eugene Tomlinson,65.0,71.88,2019-10-08,London Academy
10,Pru Bilbee,54.0,53.12,2019-10-08,London Academy
11,Noel Dabnot,58.0,56.25,2019-10-08,London Academy
12,Elie Lidgett,41.0,50.0,2019-10-08,London Academy
13,Decca Rayburn,61.0,56.25,2019-10-08,London Academy
14,Idalina Nesby,53.0,75.0,2019-10-08,London Academy
15,Gibbie Creyke,56.0,62.5,2019-10-08,London Academy
16,Nevile Clelle,63.0,56.25,2019-10-08,London Academy
17,Brant Lindfors,47.0,43.75,2019-10-08,London Academy
18,Bartholemy O'Towey,43.0,46.88,2019-10-08,London Academy
19,Skyler Pendre,51.0,59.38,2019-10-08,London Academy
20,Nicola Lavall,57.0,75.0,2019-10-08,London Academy
21,Ron Fincke,51.0,78.12,2019-10-08,London Academy
22,Adel Cranmor,52.0,65.62,2019-10-08,London Academy
23,Sadella Dufoure,55.0,75.0,2019-10-08,London Academy
0,Delila Garret,51.0,71.88,2019-04-09,London Academy
1,Homer Hymer,64.0,71.88,2019-04-09,London Academy
2,Wolfy Dinzey,58.0,40.62,2019-04-09,London Academy
3,Leah Earney,57.0,50.0,2019-04-09,London Academy
4,Regan Rawlins,53.0,50.0,2019-04-09,London Academy
5,Gan Suermeier,48.0,59.38,2019-04-09,London Academy
6,Corby Adnett,57.0,50.0,2019-04-09,London Academy
7,Nara Bagger,57.0,71.88,2019-04-09,London Academy
8,Augustin Winters,53.0,71.88,2019-04-09,London Academy
9,Franciska Kezor,60.0,62.5,2019-04-09,London Academy
10,Mimi Beamand,53.0,56.25,2019-04-09,London Academy
11,Morgana Mcdarmid,70.0,59.38,2019-04-09,London Academy
12,Lynnell Samber,58.0,65.62,2019-04-09,London Academy
13,Axel Scatchar,59.0,50.0,2019-04-09,London Academy
14,Miguel Bowen,58.0,65.62,2019-04-09,London Academy
15,Wayne Abazi,41.0,65.62,2019-04-09,London Academy
16,Shay Merrgen,50.0,75.0,2019-04-09,London Academy
17,Lavena Moehler,53.0,68.75,2019-04-09,London Academy
18,Bruce Wingatt,56.0,62.5,2019-04-09,London Academy
19,Stavro Bartocci,46.0,56.25,2019-04-09,London Academy
20,Arleen Mcallan,60.0,53.12,2019-04-09,London Academy
21,Ase Fenn,44.0,56.25,2019-04-09,London Academy
22,Lalo Halton,52.0,56.25,2019-04-09,London Academy
23,Kitty Triggol,54.0,56.25,2019-04-09,London Academy
24,Wileen Tolley,56.0,75.0,2019-04-09,London Academy
25,Harmon Chasemore,47.0,59.38,2019-04-09,London Academy
26,Palm Jakovijevic,58.0,59.38,2019-04-09,London Academy
27,Lynea Fitzsymon,59.0,56.25,2019-04-09,London Academy
28,Jimmy Sand,59.0,59.38,2019-04-09,London Academy
29,Sibley Anderton,46.0,65.62,2019-04-09,London Academy
30,Mordecai Chamberlin,53.0,62.5,2019-04-09,London Academy
31,Bart Bouttell,58.0,53.12,2019-04-09,London Academy
32,Lise Wildman,60.0,71.88,2019-04-09,London Academy
33,Kariotta Barense,62.0,65.62,2019-04-09,London Academy
0,Ernst Gidney,57.0,50.0,2019-01-09,London Academy
1,Andris Reddecliffe,48.0,75.0,2019-01-09,London Academy
2,Leone Patmore,52.0,43.75,2019-01-09,London Academy
3,Claudianus Connar,49.0,75.0,2019-01-09,London Academy
4,Wit Napolitano,55.0,65.62,2019-01-09,London Academy
5,Thornton Thuillier,53.0,65.62,2019-01-09,London Academy
6,Holt De Castri,42.0,50.0,2019-01-09,London Academy
7,Patrice Masham,59.0,62.5,2019-01-09,London Academy
8,Dierdre Earwicker,41.0,46.88,2019-01-09,London Academy
9,Tanner Byram,62.0,62.5,2019-01-09,London Academy
10,Konstantin Fusco,65.0,62.5,2019-01-09,London Academy
11,Heidie Barock,49.0,75.0,2019-01-09,London Academy
12,Pyotr De Zuani,51.0,62.5,2019-01-09,London Academy
13,Laetitia Poston,53.0,62.5,2019-01-09,London Academy
14,Nady Runnacles,65.0,43.75,2019-01-09,London Academy
15,Sydney Renachowski,56.0,75.0,2019-01-09,London Academy
16,Bobbye Ladbrooke,41.0,78.12,2019-01-09,London Academy
17,Orran Rofe,51.0,71.88,2019-01-09,London Academy
18,Gardner Kienle,62.0,50.0,2019-01-09,London Academy
19,Merrill Mongain,40.0,81.25,2019-01-09,London Academy
20,Sal Curee,59.0,62.5,2019-01-09,London Academy
0,Anabal Teese,50.0,56.25,2019-07-09,London Academy
1,Constance Fellibrand,62.0,68.75,2019-07-09,London Academy
2,Fleming Mcmurdo,62.0,68.75,2019-07-09,London Academy
3,Kaylyn Serfati,49.0,62.5,2019-07-09,London Academy
4,Morgen Lilywhite,57.0,78.12,2019-07-09,London Academy
5,Rickard Blakes,61.0,68.75,2019-07-09,London Academy
6,Duke Felce,49.0,71.88,2019-07-09,London Academy
7,Robers Gentner,63.0,46.88,2019-07-09,London Academy
8,Mela Burgill,57.0,56.25,2019-07-09,London Academy
9,Julianne Neagle,62.0,65.62,2019-07-09,London Academy
10,Michelle Glasson,46.0,50.0,2019-07-09,London Academy
11,Noe Fortnam,58.0,68.75,2019-07-09,London Academy
12,Martin Olyfant,49.0,56.25,2019-07-09,London Academy
13,Selby Tills,48.0,56.25,2019-07-09,London Academy
14,Laurette Hembling,54.0,71.88,2019-07-09,London Academy
